phon,gen
mEdyz,f
mEfɛ,m
mEfj1s,f
mEfj1,m
mEfɔʁm,f
mEgakOl2,m
mEgaɛʁts,m
mEgaʒul,m
mEgalit,m
mEgalOmani,f
mEgalOpɔl,f
mEgalOsɔʁ,m
mEgafɔn,m
mEgapɔl,f
mEgaʁ2,m
mEgatEʁjɔm,m
mEgatɔn,f
mEgawat,m
mEʒɛʁ,f
mEʒisəʁi,f
mEʒisje,m
mEgo,m
mEgOtaʒ,m
mEaʁi,m
mEjœʁ,f
mEjoz,f
mEʒyʒəm1,m
mEl1kOli,f
mElanEzjɛn,f
mEl1ʒ,m
mEl1ʒœʁ,m
mElanin,f
mElanom,m
mElas,f
mElatOnin,f
mElekas,m
mElEkas,m
mɛltu,m
mEle,f
mElɛz,m
mElimElo,m
mElilo,m
mElinit,f
mElis,f
mElifɛʁ,m
mElo,m
mElOdi,f
mElOdʁam,m
mElOpe,f
mɛltiŋpɔt,m
m1bʁan,f
m1bʁ,m
mEme,f
mEm3to,m
mEmɛʁ,f
mEmo,m
mEmOʁabilite,f
mEmOʁ1dɔm,m
mEmOʁjal,m
mEmOʁizasj2,f
mənas,f
mEnad,f
mEnaʒ,m
mEnaʒəm1,m
mEnaʒe,m
mEnaʒɛʁ,f
mEnaʒəʁi,f
m1dj1t,f
m1disite,f
m1digo,m
m1digɔt,f
məne,f
mEnɛs,f
mEnEstʁɛl,m
mənœʁ,m
məne,m
mEnadɛn,m
mEniʁ,m
mEn3ʒ,f
mEn3ʒjom,m
mEn3ʒit,f
mEn3gOkɔk,m
mEnisk,m
mEnOnit,m
mən2,m
mEnOpoz,f
mEnOʁa,f
m1s2ʒ,m
#DEF#,f
m1sɥɛl,m
m1syʁasj2,f
m1talite,f
m1təʁi,f
m1tœʁ,m
m1tøz,f
m1tɔl,m
m1tOle,m
m1t2,m
m1tOnɛ,m
m3tɔʁ,m
m1tyl,f
məny,m
mənɥɛ,m
mənɥiz,f
mənɥizəʁi,f
mEpla,m
mEpʁi,m
mEpʁiz,f
mɛʁk1tilizm,m
mɛʁkapt1,m
mɛʁsəʁi,f
mɛʁʃ1dajziŋ,m
mɛʁsi,f
mɛʁsi,m
mɛʁsje,m
mɛʁkʁədi,m
mɛʁkyʁɛ,m
mɛʁkyʁjal,f
mɛʁkyʁOkʁom,m
mɛʁd,f
mɛʁduj,f
mɛʁgʁ1,f
mɛʁgɛz,f
mEʁidj3,m
mEʁidjɛn,f
mEʁidjOnal,m
məʁ3g,f
mEʁinos,m
məʁiz,f
mEʁit,m
mEʁitOkʁasi,f
mɛʁl,m
mɛʁl1,m
mɛʁlo,m
mɛʁlɛt,f
mɛʁl3,m
mɛʁly,m
mɛʁlyʃ,f
mEʁu,m
mEʁ3,m
mɛʁvEjøz,f
mɛʁvEjø,m
mɛʁvEjOzite,f
mEza,f
mEzalj1s,f
mEz1ʒ,f
mEzav1tyʁ,f
mEskal,m
mEskalin,f
mEskl4,m
mEz1sEfal,m
mEz1t1t,f
mEz1tɛʁ,m
mEzEstim,f
mEz3tEliʒ1s,f
mEsmEʁizm,m
mEnil,m
mEz2,m
mEzOpOtamj3,m
mEzOpOtamjɛn,f
mEzOsfɛʁ,f
mEzOzOik,m
mEskinəʁi,f
mEsaʒ,m
mEsaʒe,m
mEsaʒɛʁ,f
mEsaʒəʁi,f
mEsE1s,f
mEsɛʁ,m
mEsjanizm,m
mEsidɔʁ,m
mEsi,m
#DEF#,m
mEsiʁ,m
mɛstʁ,m
məzyʁ,f
məzyʁɛt,f
məzyʁœʁ,m
məzyʁ2,m
mEzyzaʒ,m
mEta,m
mEtabOlizm,m
mEtabOlit,m
mEtakaʁp,m
mEtakaʁpj3,m
mEtEʁi,f
mEtal,m
mEtalizasj2,f
mEtalo,m
mEtalOgʁafi,f
mEtalyʁʒi,f
mEtalyʁʒist,m
mEtamɔʁfoz,f
mEtafaz,f
mEtafɔʁ,f
mEtafizisj3,m
mEtafizisjɛn,f
mEtafizik,f
mEtapsikOlOʒi,f
mEtastaz,f
mEtataʁs,m
mEtEjaʒ,m
mEtEje,m
mEtazOɛʁ,m
mEt1psikoz,f
mEtEo,f
mEtEɔʁ,m
mEtEOʁit,f
mEtEOʁOlOʒi,f
mEtakʁilat,m
mEtadɔn,f
mEtanal,m
mEtan,m
mEtanOl,m
mEtEdʁin,f
mEtɔd,f
mEtOdizm,m
mEtOdOlOʒi,f
mEtil,m
mEtilɛn,m
mEtikylOzite,f
mEtje,m
mEt3g,m
mEtis,m
mEtisaʒ,m
mEtis,f
mEtOnimi,f
mEtɔp,f
mEtʁaʒ,m
mEtʁœʁ,m
mEtʁik,f
mEtʁit,f
mEtʁo,m
mEtʁOnɔm,m
mEtʁOpɔl,f
mEtʁOpOlit3,m
mEtʁOpOlit,m
mElatwa,m
mɛ,m
mEtœʁ,m
mEtøz,f
mØble,m
mœf,f
mØgləm1,m
mØlaʒ,m
mØløz,f
møljɛʁ,f
mØnje,m
mØnjɛʁ,f
mØʁɛt,f
mœʁso,m
mœʁtʁəsɥisid,m
mœʁtʁ,m
mœʁtʁijɛʁ,f
mœʁtʁisyʁ,f
mØzjɛn,f
møt,f
mEv1t,f
mEksik3,m
mEksikɛn,f
mEzkal,m
mEdzanin,f
miafʁik3,m
miEʁ3,m
mialəm1,m
miamEʁikɛn,m
mi1ʒ,m
mi1ʒəv3,m
miut,f
miapʁE1sj2,f
miaʁtiz1,m
miOtɔn,f
mib1di,m
miba,m
mibl1,m
mibwa,m
mibɔʁdɛl,m
mibOv3,m
mibʁa,m
mibildiŋ,m
mikafe,m
mik1paɲaʁd,m
mikanaʁ,m
mikapasite,f
mikaʁjɛʁ,f
miʃa,m
miʃat,f
miʃəm3,m
miʃɛvʁ,f
miʃu,m
miʃuʁinœʁ,m
miklwatʁ,m
mik2pɔt,f
mik2fi,m
mikɔʁ,m
mikot,f
mikuzin,f
mikutym,f
mikʁab,m
mikʁEatyʁ,f
mikʁwaj1,m
mikɥis,f
midEkad1,m
midEs1bʁ,m
midEm2,m
mid1tɛl,f
midEziʁ,m
midist1s,f
miEfʁ2te,m
miEpol,f
miEspaɲɔl,m
miEtaʒ,m
miEte,m
miEt1dy,f
miEtydj1,m
miØʁOpE3,m
miEksitasj2,f
mifaʁsœʁ,m
mifam,f
mifɛʁmje,m
mifEvʁije,f
mifjɛl,m
mifig,f
mifl1,m
miflœv,m
mifʁ1sɛ,m
migaʁs2,m
miʒɛst,m
miʒigɔlp3s,m
miɲ2,m
mig2zɛs,f
migʁənje,m
migʁOɲ2,m
miOtœʁ,f
miɔm,m
miym3,m
miymɛn,m
miidjɔt,m
mi3dj3,m
mi3difEʁ1t,m
miʒ1b,f
miʒ1vje,f
miʒɛʁzɛ,m
miʒu,f
miʒuʁ,m
miʒuʁne,f
miʒɥif,m
miʒɥ3,f
milEt2,m
mil2dʁɛs,m
mil2,m
mil2gœʁ,f
miluʁ,m
mimaʃin,f
mimɛ,f
mimaʁʃ1d,m
mimaʁs,f
mimEtal,m
mimØble,m
mimEksik3,m
mimOlɛ,m
mim2dɛn,m
mimOkœʁ,m
mimo,m
mimut2,m
mimwaj3,m
minwaʁ,m
minOv1bʁ,f
minɥi,f
miOktɔbʁ,f
miOfisjɛl,m
miɔgʁ,m
miwazo,m
miOʁj1tal,m
mipaʁkuʁ,m
mipatjo,m
mipatwa,m
mipo,f
mipəluz,f
mipjɛʁ,f
miplEz1,m
miplØʁ1,m
miplœʁniʃaʁ,m
mipwas2,m
mipwatʁin,f
mipɔʁsin,m
mipɔʁte,m
mipɔʁtygɛz,m
mipusɛ,m
mipulɛ,m
mipʁEstidiʒitatœʁ,m
mipʁOmənwaʁ,m
mipʁOtEktœʁ,m
mipyt3,f
miʁajœʁ,m
miʁEz3,m
miʁEalite,f
miʁEʒim,m
miʁənEs1s,f
miʁEziɲe,m
miʁulɔt,f
miʁut,f
misEz2,f
misalad,f
misalɛʁ,m
misat3,m
misəkuʁ,m
misEɲœʁ,m
misɛl,m
misɛpt1bʁ,f
misEʁi,f
mis3ʒ,m
misOmɛ,m
mis2ʒ,m
mit1tuz,f
mit1dʁ,m
mitu,m
mitʁimɛstʁ,m
mivEʒEtal,m
mivəluʁ,m
mivEnisj3,m
mivɛʁ,m
mivi,f
mivwa,f
mivʁɛ,m
mi,m
mjau,m
mjOləm1,m
mika,m
miʃ,f
miʃəlin,f
miʃət2,m
miʃətOnøz,f
mikmak,m
mikOkulje,m
mikʁOkʁavat,m
mikʁO2d,f
mikʁO2d,m
mikʁOOʁdinatœʁ,m
mikʁOɔʁganizm,m
mikʁOtʁOtwaʁ,m
mikʁOanaliz,f
mikʁɔb,m
mikʁObjOlOʒi,f
mikʁObys,m
mikʁokasɛt,f
mikʁOsEfal,m
mikʁOʃimi,f
mikʁOʃiʁyʁʒi,f
mikʁOsiʁkɥi,m
mikʁOklima,m
mikʁok2pOz1,m
mikʁOkOpi,f
mikʁOkosm,m
mikʁOsikl,m
mikʁOEdisj2,f
mikʁOfiʃ,f
mikʁOfilm,m
mikʁOgʁam,m
mikʁOgʁavite,f
mikʁOlit,m
mikʁOmɛtʁ,m
mikʁ2,m
mikʁOfɔn,m
mikʁOpʁOsEsœʁ,m
mikʁOskɔp,m
mikʁOskOpi,f
mikʁOsəg2d,f
mikʁosij2,m
mikʁOsOsjOlOʒi,f
mikʁOs2d,f
mikʁOstʁyktyʁ,f
miksj2,f
midœlklas,f
midœlwɛst,m
midinɛt,f
midʁaʃ,m
mitʃip,m
mi,f
mjɛl,m
mjEla,m
mjɛl,f
mjEle,f
mjɛt,f
mjØzɛtʁ,m
mjøvivʁ,m
mjø,m
mjɛvʁəʁi,f
miɲaʁ,m
miɲaʁdiz,f
miɲOnɛt,f
migʁEnøz,f
migʁEnø,m
migʁ1,m
migʁasj2,f
miʒOʁe,f
miʒOtøz,f
mil,m
milEdi,f
milanɛz,f
mildju,m
milis,f
milisjɛn,f
milit1,m
milit1t,f
milit1tizm,m
militaʁizasj2,f
militaʁizm,m
milkbaʁ,m
milpat,m
milEnɛʁ,m
milEnaʁizm,m
milEnjɔm,m
milEzim,m
miljaʁ,m
miljaʁdjɛm,m
miljɛm,m
mililitʁ,m
milimɛtʁ,m
milj2,m
milisəg2d,f
mil2ga,f
milw3,m
mimEtizm,m
mimi,m
mimik,f
mimOdʁam,m
mimOlɛt,f
mimOza,m
mimOze,f
min,m
minaʒ,m
minaʁɛ,m
minOdəʁi,f
minOdjɛʁ,f
minbaʁ,m
minEʁal,m
minEʁalje,m
minEʁalizasj2,f
minɛʁval,m
minEstʁɔn,m
minɛ,m
minɛt,f
minœʁ,f
miniʃɛn,f
miniɔʁdinatœʁ,m
minjatyʁ,f
minjatyʁizasj2,f
minibaʁ,m
minibys,m
minigɔlf,m
minimalizm,m
minimaks,m
minimizasj2,f
minimɔm,m
ministɛʁ,m
minitɛl,m
minjɔm,m
minO3,m
minwa,m
minOʁite,f
minOtɔʁ,m
minOtəʁi,f
minOtje,m
minu,m
minɥi,m
minysabɛns,m
minys,m
minyt,f
minytəʁi,f
minytœʁ,m
minysi,f
mikɛt,f
miʁ,m
miʁabɛl,f
miʁabElje,m
miʁabilis,m
miʁakyle,m
miʁaʒ,m
miʁ,f
miʁəpwa,f
miʁɛt,f
miʁliflɔʁ,m
miʁlit2,m
miʁmid2,m
miʁwatəʁi,f
miʁwatje,m
miʁ2t2,m
miʁOt2,m
mizɛn,f
miz1tʁOpi,f
miz,f
mizEʁabilizm,m
mizEʁEʁe,m
mizEʁøz,f
mizEʁø,m
mizEʁikɔʁd,f
mizOʒini,f
misilje,m
misj2sɥisid,f
misj2,f
mistigʁi,m
mistufl,f
mistʁal,m
mita,f
mit1,m
mitaʁ,m
mit,f
mitøz,f
mitøzəʁi,f
mitʁidatizasj2,f
mitiʒœʁ,m
mitOk2dʁi,f
mit2,m
mitoz,f
mitufl,f
mitwajɛnəte,f
mitʁajaʒ,m
mitʁajøz,f
mitʁ,f
miksaʒ,m
miksœʁ,m
miksite,f
mikstyʁ,f
minyt,m
mnEmOtEkni,f
mnEmOtEknik,f
mObilOm,m
mObil,m
mObilje,m
mObilizasj2,f
mObilite,f
mObilɛt,f
mOkas3,m
mɔʃəte,f
mOko,m
mɔd,m
mOdalite,f
mOdɛl,m
mOdəlaʒ,m
mOdəle,m
mOdəlœʁ,m
mOdElizasj2,f
mOdElizm,m
mOdɛm,m
mOdEʁatœʁ,m
mOdEʁasj2,f
mOdEʁe,m
mOdeʁe,f
mOdɛʁnstil,m
mOdEʁnizasj2,f
mOdɛʁnizm,m
mOdɛʁnite,f
mOdEsti,f
mOdisite,f
mOdifikasj2,f
mOdij2,m
mOdylasj2,f
mOdyl,m
mOdysvivɛndi,m
mwal,f
mwal2,m
#DEF#,f
mOgɔl,m
mOɛʁ,m
mOik1,m
mOo,m
mwamwamwa,m
mwaɲ2,m
mwan,m
mw3,m
mwaʁe,m
mwaz,f
mOiz,m
mwazi,m
mwazisyʁ,f
mwas2,f
mwasOnœʁ,m
mwasOnøzbatøz,f
mwasOnøzljøz,f
mwasOnøz,f
mwatœʁ,f
mwatje,f
mOka,m
mOlɛʁ,f
mOlaʁ,m
mOlas,f
mol,f
mOlEkyl,f
mOlɛn,f
mOlEskin,f
mOlEstasj2,f
mOlɛt,f
mOla,m
mOlas2,m
mOlɛs,f
mOlɛ,m
mɔlət2,m
mOlɔk,m
mOlɔs,m
mOli,m
mOlibdɛn,m
mOm1,f
m2b3,m
mOm1kle,m
mOm1,m
moməʁi,f
mOmiʃ2,m
mOmi,f
mOmifikasj2,f
mOminɛt,f
m2,m
mOnaʃizm,m
mOnad,f
mOnadOlɔʒi,f
mOnaʁʃi,f
mOnastɛʁ,m
m2bazijak,m
m2so,m
m2d3,m
m2dɛn,f
m2djal,m
m2djalizasj2,f
m2dOvizj2,f
m2gɔl,f
m2gOli,f
m2gOlj3,m
m2gOljɛn,f
mOnjal,f
mOnitœʁ,m
mOnisj2,f
mOnitɔʁ,m
mOnitOʁaʒ,m
mOnitOʁiŋ,m
mOnitʁis,f
mOnEdypap,f
mOnɛ,f
mOnEjœʁ,m
mOnOamin,f
mOnOblɔk,m
mOnOkʁOmi,f
mOnɔkl,m
mOnOkɔk,m
mOnOkʁasi,f
mOnOkyltyʁ,f
mOnOsikl,m
mOnOsil3dʁ,m
mOnOdi,f
mOnOfilam1,m
mOnOgam,m
mOnOgami,f
mOnOgʁam,m
mOnOgʁafi,f
mOnOl3gɥizm,m
mOnOlit,m
mOnOlitizm,m
mOnOlɔg,m
mOnOmani,f
mOnom,m
mOnOmOtœʁ,m
mOnOnyklEoz,f
mOnOpl1,m
mOnOpɔl,m
mOnOpOli,m
mOnOpʁi,m
mOnOʁaj,m
mOnOspas,m
mOnOsilab,m
mOnOtEizm,m
mOnOtOni,f
monotip,m
mOnOksid,m
m2sEɲœʁ,m
mØsjø,m
m2stʁ1s,f
m2stʁ,m
m2stʁyOzite,f
m2bl1,m
m2dəpjEte,m
m2taɲaʁd,f
m2taɲ,f
m2tEz2,f
m2t1,m
m2tʃaʁʒ,m
m2tpla,m
m2t,f
m2te,f
m2tEnEgʁ3,m
m2tøz,f
m2gɔlfjɛʁ,f
m2ʒwa,f
m2maʁtʁwa,m
m2paʁno,m
m2pəljEʁɛn,f
m2tʁəbʁasəlɛ,f
m2tʁəgusɛ,f
m2tʁəlamwa,f
m2tʁøz,f
m2tyʁ,f
mOnym1,m
mOnym1talite,f
munizm,m
mOʁe,m
mɔs,m
mɔk,f
mɔkəʁi,f
mOkɛt,f
mOkœʁ,m
mOʁaj2,m
mOʁɛn,f
mOʁalizatœʁ,m
mOʁalizasj2,f
mOʁalizm,m
mOʁalite,f
mOʁas,f
mOʁatwaʁ,m
mɔʁbak,m
mɔʁbidɛs,f
mɔʁbidite,f
mɔʁbje,m
mɔʁsɛləm1,m
mɔʁsif,m
mɔʁd1saʒ,m
mɔʁd1,m
mɔʁdœʁ,m
mɔʁdøz,f
mɔʁdijaʒ,m
mɔʁdijəm1,m
mOʁɛl,f
mɔʁfalu,m
mɔʁfil,m
mɔʁʒəlin,f
mɔʁg2,m
mɔʁg,f
mOʁja,f
mOʁib2,m
mOʁib2d,f
mOʁiko,m
mOʁikod,f
mOʁij,f
mOʁij2,m
mɔʁl3g,m
mɔʁnifl,f
mOʁozite,f
mɔʁfiŋ,m
mɔʁfOʒənɛz,f
mɔʁfOlOʒi,f
mɔʁpj2,m
mɔʁ,f
mɔʁOʁa,f
mɔʁne,m
mɔʁtɛz,f
mɔʁtEzøz,f
mɔʁtalite,f
mɔʁtəsEz2,f
mɔʁt,f
mɔʁtɛl,m
mɔʁtɛl,f
#DEF#,f
mɔʁtje,m
mOʁy,f
mOʁyla,f
mɔʁvø,m
mOzaik,f
mOzaist,m
mOske,f
mokle,m
movaliz,m
mo,m
mOtaʁ,m
mOtaʁd,f
mOtɛl,m
mOtɛs,f
mOtɛ,m
mOtœʁfyze,m
mOtœʁ,m
mOtif,m
mOtilite,f
mOsj2,f
mOtivatœʁ,m
mOtivasj2,f
mOtOklœb,f
mOtOkʁɔs,m
mOto,f
mOtOkyltœʁ,m
mOtOkyltyʁ,f
mOtOsikl,m
mOtOsiklɛt,f
mOtOsiklizm,m
mOtOnɛʒ,f
mOtOnØʁon,m
mOtOʁizasj2,f
mOtʁis,f
mOtʁisite,f
#DEF#,m
mɔt,f
mOtəʁo,m
mOtø,m
muʃaʃu,m
muʃaʒ,m
muʃaʁ,m
muʃaʁdaʒ,m
muʃaʁd,f
muʃ,f
muʃɛt,f
muʃətyʁ,f
muʃœʁ,m
muʃwaʁ,m
mudʒaidin,m
mwɛt,f
mufɛt,f
mufl,f
mujaʒ,m
muj,f
mujɛt,f
mujœʁ,m
muj2,m
mujyʁ,f
mwiz,f
mudʒaid,m
muʒik,m
mukɛʁ,f
mulœʁ,m
mul3av1,m
mul3,m
mulinaʒ,m
mulinɛ,m
mulinɛt,f
mulyʁasj2,f
mumun,f
mumut,f
mund,m
muʁ1,m
muʁ2,m
muʁ,f
musme,f
muskɛ,m
muskətad,f
muskɛtəʁi,f
muskət2,m
musaʒ,m
musaj2,m
musəlin,f
musəʁ2,m
mus2,f
mustagaʃ,f
mustikɛʁ,f
mustik,m
mutaʁ,m
mutaʁd,f
mutaʁdje,m
mutje,m
mut2,m
mutɔnəm1,m
mutɔnəʁi,f
mutyʁ,f
muv1s,f
muvəm1,m
mwajEnaʒ,m
mwajEnOʁj1tal,m
mwajɛn,f
mwajø,m
mOdzaʁEla,f
mOdzaʁɛl,f
mutʃatʃo,m
mysilaʒ,m
mykɔʁ,m
mykOzite,f
mykOvisidoz,f
mykys,m
mydEʒaʁ,m
my,f
mysli,m
mɥɛt,f
mɥEdzin,m
mØfin,m
myfl,m
myfle,f
mufti,m
myʒ,m
mygɛ,m
mɥi,m
mylatʁ,m
myl,f
mylɛ,m
mylEta,f
mylətje,m
mylɛt,f
myla,m
myl2,m
mylo,m
myltikyltyʁalizm,m
myltinasjOnal,f
myltipaʁ,f
myltipl,m
myltiplɛks,m
myltiplikasj2,f
myltiplisite,f
myltipʁiz,f
myltipʁOpʁijEte,f
myltitaʃ,m
myltityd,f
muŋo,m
mynikwa,m
mynisipalite,f
mynisip,m
mynifis1s,f
m3stɛʁ,m
mɥ2,m
mykøz,f
myʁaʒ,m
myʁaj,f
myʁ,f
myʁɛn,f
myʁət3,m
myʁɛks,m
myʁide,m
myʁje,m
myʁ3,m
myʁisəm1,m
myʁisəʁi,f
myʁmɛl,m
myʁ2,m
myzaʁɛɲ,f
myzaʁ,m
myzaʁdiz,f
mysk,m
myskad,f
myskadɛl,f
myskadɛ,m
myskad3,m
myskadin,f
myska,m
myskOvit,f
myskylatyʁ,f
myz,f
myzo,m
myze,m
myzEOlOʒi,f
myzəʁɔl,f
myzɛt,f
myzɛtʁəpa,f
myzEɔm,m
myzikalite,f
myzisj3,m
myzikOlOʒi,f
myzikOtEʁapi,f
myzikɛt,f
myzwaʁ,m
myske,m
mœst,m
myst1g,m
mystElide,m
myzylm1,m
myzylman,f
mytabilite,f
myt1,m
myt1t,f
mytasj2,f
mytilasj2,f
mytile,m
mytin,f
mytinəʁi,f
mytizm,m
mytite,f
mytɥalizm,m
mytɥalite,f
mytɥɛl,f
mjastEni,f
misɛn,m
misEnj3,m
mikOlOʒi,f
mikoz,f
mjElin,f
mjElit,f
mjElOblast,m
mjOkaʁd,m
mjOkaʁdjOpati,f
mjOkaʁdit,f
mjOklOni,f
mjOglObin,f
mjOgʁaf,m
mjOpati,f
mjOpi,f
mjOzin,f
mjOzis,m
mjOzOtis,m
miʁjad,f
miʁjOfil,f
miʁt,m
mistagOʒi,f
mistagɔg,m
mist,m
mistɛʁ,m
mistisizm,m
mistifikatʁis,f
mit,m
mitizasj2,f
mitOlOʒi,f
mitOmani,f
miksØdEmatoz,f
miksOmatoz,f
ɛn,m
n,m
na,f
nabab,m
nabi,m
nabl,m
nabɔt,f
nakaʁa,m
nasɛl,f
nakʁyʁ,f
nadiʁ,m
nEvys,m
naga,m
naʒwaʁ,f
naif,m
n3,m
nɛn,f
nEʁa,m
nEs3,m
nEs1s,f
naiv,f
naivəte,f
namibj3,m
nana,f
nanaʁ,m
nanizm,m
n1k3,m
nanOmɛtʁ,m
nanOsəg2d,f
nanOtEknOlOʒi,f
n1tɛ,m
n1tɛz,f
n1ti,f
n1tisəm1,m
napɛl,m
naftalɛn,m
naftalin,f
naft,m
napOlE2,m
napOlit3,m
napOlitɛn,f
napaʒ,m
naʁkOanaliz,f
naʁkOlEpsi,f
naʁkoz,f
naʁkOtik,m
naʁkOtʁafik,m
naʁkOtʁafik1,m
naʁ,m
naʁgile,m
naʁkwazəʁi,f
naʁatœʁ,m
naʁasj2,f
naʁatʁis,f
naʁtɛks,m
naʁval,m
nazal,m
nazaʁ,m
nazaʁd,f
nazdak,m
naz,m
nazo,m
nazik,m
nazOfaʁ3ks,m
nas,f
natalite,f
natasj2,f
nasjOnalsOsjalizm,m
nasjOnalizasj2,f
nasjOnalizm,m
nasjOnalite,f
nativ,f
nativite,f
natʁEmi,f
natʁ2,m
natʁɔm,m
nat,f
natje,m
natyʁalizasj2,f
natyʁalize,m
natyʁ,f
natyʁɛl,m
natyʁizm,m
nOfʁaʒe,m
nOfʁaʒe,f
nOfʁaʒœʁ,m
nOfʁaʒøz,f
noze,f
not,m
nOtil,m
nOtilys,m
nOtOnje,m
navaʁa,f
naval,f
navaʁ3,m
navaʁɛ,m
nav,f
navɛl,f
navɛ,m
navɛt,f
navisɛʁ,m
navigabilite,f
navig1,m
navigatœʁ,m
navigasj2,f
navigatʁis,f
naviʁsitɛʁn,m
naviʁOpital,m
naviʁEkɔl,m
navʁ1s,f
nɛ,f
nazaʁE3,m
nazi,m
nazi,f
nazij2,m
nE1dɛʁtalj3,m
nE1,m
nE1tizasj2,f
nEbyløz,f
nEbylizœʁ,m
nEbylOzite,f
nEsEsɛʁ,m
nEsEsite,f
nEsEsitø,m
nɛk,m
nEkʁo,f
nEkʁObjoz,f
nEkʁOlɔʒ,m
nEkʁOlOʒi,f
nEkʁOm1si,f
nEkʁOm1sj3,m
nEkʁOm1sjɛn,f
nEkʁOm1,m
nEkʁOfaʒi,f
nEkʁOfili,f
nEkʁOpɔl,f
nEkʁOpsi,f
nEkʁoz,f
nEktaʁ,m
nEktaʁin,f
nEɛʁl1dɛ,m
nEɛʁl1dɛz,f
nɛfl,f
nEflije,m
nEgatif,m
nEgasj2,f
nEgasjOnizm,m
nEgativ,f
nEgativizm,m
nEgativite,f
nEgliʒe,m
nEgliʒ1s,f
nEgliʒ1,m
nEgɔs,m
nEgOsj1,m
nEgOsj1t,f
nEgOsjatœʁ,m
nEgOsjasj2,f
nEgOsjatʁis,f
nɛgʁ,m
nEgʁɛs,f
nEgʁije,m
nEgʁil,m
nEgʁij2,m
nEgʁityd,f
nEgʁOspiʁitɥɔl,m
nEgʁo,m
nEgys,m
nɛʒ,f
nEmatod,m
nɛmʁɔd,m
nene,m
nEnɛs,m
nEnɛt,f
nEnyfaʁ,m
nEOkOlOnjalizm,m
nEOfaʃizm,m
nEofigyʁasj2,f
nEOflik,m
nEOg1gstɛʁ,m
nEOgOtik,m
nEOmaltyzjanizm,m
nEOmuvəm1,m
nEOʁEalizm,m
nEOzEl1dɛ,m
nEOkɔʁtɛks,m
nEolibEʁalism,m
nEOlOʒizm,m
nE2,m
nEOnazi,m
nEOplazi,f
nEOplasm,m
nEOplatOnizm,m
nEOpʁɛn,m
nEpalɛ,m
nEpalɛz,f
nɛp,f
nEp3tɛs,m
nEfʁEktOmi,f
nEfʁit,f
nEfʁOlOʒi,f
nEftis,m
nEpOtizm,m
nEʁEid,f
nEʁOli,m
nɛʁpʁ4,m
nɛʁvøz,f
nɛʁvOzite,f
nEskafe,m
nEstɔʁ,m
nEstOʁjanizm,m
nEstɔʁj3,m
nɛtəte,f
nEtwam1,m
nEtwaj1,m
nEtwajœʁ,m
nEtwajøz,f
nØnø,m
nØʁastEni,f
nØʁinom,m
nØʁObjOlOʒi,f
nØʁOʃimi,f
nØʁOʃiʁyʁʒi,f
nØʁOʃiʁyʁʒj3,f
nØʁOfibʁOmatoz,f
nØʁOlEptik,m
nØʁOl3gɥistik,f
nØʁOlOʒi,f
nØʁon,m
nØʁOpati,f
nØʁOpatOlOʒi,f
nØʁOpEptid,m
nØʁOfizjOlOʒi,f
nØʁOpsikjatʁi,f
nØʁOsj1s,f
nØʁOtOksin,f
nØʁOtʁ1smEtœʁ,m
nØtʁalizatœʁ,m
nØtʁalizasj2,f
nØtʁalite,f
nØtʁ2,m
nØtʁOpEni,f
nØvɛn,f
nEve,m
nəvø,m
nEvʁalʒi,f
nEvʁit,f
nEvʁOptɛʁ,m
nEvʁoz,f
nEvʁOze,m
njuwɛjv,f
nujɔʁkɛ,m
nujɔʁkɛz,f
njuz,m
ne,m
njEzəʁi,f
nikaʁagwaj3,m
nikaʁagwajɛn,f
niʃ1,m
niʃ,f
niʃ2,m
niswaz,f
nikOtin,f
niktasj2,f
ni,m
nidifikasj2,f
nidifikatʁis,f
njEbe,m
njɛs,f
Enjɛm,m
njɛʁ,m
nitʃE3,m
nitʃEɛn,f
nigod,f
nigOdəʁi,f
niʒɛl,f
niʒEʁj1,m
niʒEʁj3,m
nikɛj,m
nim,m
n3be,m
n3bOstʁatys,m
n3bys,m
nina,m
njObjɔm,m
nijOlo,m
nip2,m
nik,f
niʁvana,m
niz1,m
nitʁat,m
nitʁ,m
nitʁit,m
nitʁOʒɛn,m
nitʁOglisEʁin,f
nivakin,f
nivo,m
nivəlœʁ,m
nivəløz,f
nivɛləm1,m
niks,f
nOmansl1d,m
nObiljɛʁ,m
nObilita,f
nOblaj2,m
nOblɛs,f
nOblijo,m
nɔs,f
nOsøz,f
nOʃe,m
nOʃɛʁ,f
nOsivite,f
nOkt1bylizm,m
nɔktyʁnal,m
nOdOzite,f
nOdyl,m
nOdys,m
nOɛl,m
nø,m
nwaʁ,m
nwaʁo,m
nwaʁ,f
nwaz,f
nOli,m
n2,m
nOmadizm,m
n2bʁ,m
n2bʁilizm,m
nOm1klatyʁ,f
nOm1klatyʁa,f
nOminasj2,f
nɔnagʁEsj2,f
nɔnaliɲəm1,m
nɔnamuʁ,m
nɔnapaʁtən1s,f
nɔnasist1s,f
n2bl1,m
n2k2bat1,m
n2k2paʁysj2,f
n2k2kyʁ1s,f
n2k2fɔʁmizm,m
n2k2fɔʁmite,f
n2k2sOmasj2,f
n2kʁwaj1s,f
n2kʁwaj1,m
n2kylpabilite,f
n2di,m
n2dʁwa,m
nɔnEvɛnəm1,m
nɔnEgzist1s,f
n2fEʁø,m
n2fymœʁ,m
nɔninisje,m
