Form,Predicted Gender,True Gender,Class Probabilities,Set,Run
bʁəl1,m,m,"[('1', {'f': 0.14685845375061035, 'm': 0.8531415462493896}), ('l', {'f': 0.040252089500427246, 'm': 0.9597479701042175}), ('ə', {'f': 0.0038971910253167152, 'm': 0.9961028099060059}), ('ʁ', {'f': 0.0004937230842188001, 'm': 0.9995062351226807}), ('b', {'f': 0.0003641742514446378, 'm': 0.9996358156204224})]",test,6
kOʃɔn,m,f,"[('n', {'f': 0.41146668791770935, 'm': 0.588533341884613}), ('ɔ', {'f': 0.8217835426330566, 'm': 0.17821639776229858}), ('ʃ', {'f': 0.8243417739868164, 'm': 0.17565828561782837}), ('O', {'f': 0.9618070721626282, 'm': 0.03819296136498451}), ('k', {'f': 0.39320024847984314, 'm': 0.6067997813224792})]",test,6
albɔm,m,m,"[('m', {'f': 0.8057007193565369, 'm': 0.19429922103881836}), ('ɔ', {'f': 0.2483522742986679, 'm': 0.7516477108001709}), ('b', {'f': 0.35228416323661804, 'm': 0.6477158665657043}), ('l', {'f': 0.09751751273870468, 'm': 0.9024824500083923}), ('a', {'f': 0.10919755697250366, 'm': 0.8908024430274963})]",test,6
mamɛl,f,f,"[('l', {'f': 0.440355122089386, 'm': 0.559644877910614}), ('ɛ', {'f': 0.48987632989883423, 'm': 0.5101237297058105}), ('m', {'f': 0.5210480690002441, 'm': 0.47895199060440063}), ('a', {'f': 0.5924661755561829, 'm': 0.40753382444381714}), ('m', {'f': 0.8895015716552734, 'm': 0.11049840599298477})]",test,6
1ʒ1be,m,f,"[('e', {'f': 0.505955696105957, 'm': 0.49404430389404297}), ('b', {'f': 0.4973989427089691, 'm': 0.5026010274887085}), ('1', {'f': 0.5364411473274231, 'm': 0.4635588526725769}), ('ʒ', {'f': 0.6833893656730652, 'm': 0.3166106343269348}), ('1', {'f': 0.38128772377967834, 'm': 0.6187122464179993})]",test,6
paʁvi,f,m,"[('i', {'f': 0.4365531802177429, 'm': 0.5634467601776123}), ('v', {'f': 0.2637813985347748, 'm': 0.7362186908721924}), ('ʁ', {'f': 0.09150217473506927, 'm': 0.9084978103637695}), ('a', {'f': 0.33712995052337646, 'm': 0.6628699898719788}), ('p', {'f': 0.6212892532348633, 'm': 0.37871068716049194})]",test,6
fuʁaʒ,m,m,"[('ʒ', {'f': 0.4159289002418518, 'm': 0.5840710401535034}), ('a', {'f': 0.548134446144104, 'm': 0.451865553855896}), ('ʁ', {'f': 0.13985203206539154, 'm': 0.8601478934288025}), ('u', {'f': 0.014608384110033512, 'm': 0.9853915572166443}), ('f', {'f': 0.08248583227396011, 'm': 0.9175141453742981})]",test,6
kaʁɛn,f,f,"[('n', {'f': 0.41146668791770935, 'm': 0.588533341884613}), ('ɛ', {'f': 0.2688637971878052, 'm': 0.7311362028121948}), ('ʁ', {'f': 0.6681051254272461, 'm': 0.3318948745727539}), ('a', {'f': 0.9871920347213745, 'm': 0.012807991355657578}), ('k', {'f': 0.9950276017189026, 'm': 0.004972381982952356})]",test,6
smala,m,f,"[('a', {'f': 0.4595583379268646, 'm': 0.5404416918754578}), ('l', {'f': 0.22004134953022003, 'm': 0.7799586653709412}), ('a', {'f': 0.2528608441352844, 'm': 0.7471391558647156}), ('m', {'f': 0.2565986216068268, 'm': 0.7434013485908508}), ('s', {'f': 0.12419532239437103, 'm': 0.8758047223091125})]",test,6
paʁos,m,m,"[('s', {'f': 0.418749064207077, 'm': 0.5812509059906006}), ('o', {'f': 0.5938147306442261, 'm': 0.4061853289604187}), ('ʁ', {'f': 0.1548483669757843, 'm': 0.8451516032218933}), ('a', {'f': 0.12182806432247162, 'm': 0.8781719207763672}), ('p', {'f': 0.1093144416809082, 'm': 0.8906856179237366})]",test,6
pəlyʁ,f,f,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('y', {'f': 0.7045655846595764, 'm': 0.2954343855381012}), ('l', {'f': 0.6335901618003845, 'm': 0.36640989780426025}), ('ə', {'f': 0.980694055557251, 'm': 0.019305983558297157}), ('p', {'f': 0.9990435242652893, 'm': 0.0009564218926243484})]",test,6
plise,m,m,"[('e', {'f': 0.505955696105957, 'm': 0.49404430389404297}), ('s', {'f': 0.19117304682731628, 'm': 0.8088269233703613}), ('i', {'f': 0.1976892203092575, 'm': 0.8023107051849365}), ('l', {'f': 0.2626590132713318, 'm': 0.737341046333313}), ('p', {'f': 0.12821441888809204, 'm': 0.8717855215072632})]",test,6
sipʁ3,m,m,"[('3', {'f': 0.146184042096138, 'm': 0.8538159728050232}), ('ʁ', {'f': 0.0078068263828754425, 'm': 0.9921931624412537}), ('p', {'f': 0.0003219523932784796, 'm': 0.9996780157089233}), ('i', {'f': 0.0017057013465091586, 'm': 0.9982942938804626}), ('s', {'f': 0.0021129969973117113, 'm': 0.9978869557380676})]",test,6
tuʁm1,m,m,"[('1', {'f': 0.14685845375061035, 'm': 0.8531415462493896}), ('m', {'f': 0.10902529209852219, 'm': 0.8909747004508972}), ('ʁ', {'f': 0.05524162948131561, 'm': 0.944758415222168}), ('u', {'f': 0.0003384256560821086, 'm': 0.9996615648269653}), ('t', {'f': 0.00041465097456239164, 'm': 0.9995853304862976})]",test,6
vilɛt,f,f,"[('t', {'f': 0.3851671516895294, 'm': 0.6148328185081482}), ('ɛ', {'f': 0.37402665615081787, 'm': 0.6259733438491821}), ('l', {'f': 0.8855882287025452, 'm': 0.11441175639629364}), ('i', {'f': 0.9259921312332153, 'm': 0.07400790601968765}), ('v', {'f': 0.9971694350242615, 'm': 0.002830526093021035})]",test,6
kaʃɛt,f,f,"[('t', {'f': 0.3851671516895294, 'm': 0.6148328185081482}), ('ɛ', {'f': 0.37402665615081787, 'm': 0.6259733438491821}), ('ʃ', {'f': 0.8845421075820923, 'm': 0.11545788496732712}), ('a', {'f': 0.9462939500808716, 'm': 0.0537060871720314}), ('k', {'f': 0.9204410314559937, 'm': 0.07955896109342575})]",test,6
ʃagat,f,f,"[('t', {'f': 0.3851671516895294, 'm': 0.6148328185081482}), ('a', {'f': 0.7829678654670715, 'm': 0.21703211963176727}), ('g', {'f': 0.7763946056365967, 'm': 0.22360548377037048}), ('a', {'f': 0.7878877520561218, 'm': 0.2121122181415558}), ('ʃ', {'f': 0.8414196968078613, 'm': 0.15858027338981628})]",test,6
ʁədut,f,f,"[('t', {'f': 0.3851671516895294, 'm': 0.6148328185081482}), ('u', {'f': 0.6371069550514221, 'm': 0.3628929555416107}), ('d', {'f': 0.8216438889503479, 'm': 0.17835606634616852}), ('ə', {'f': 0.86361163854599, 'm': 0.1363883912563324}), ('ʁ', {'f': 0.8525068163871765, 'm': 0.14749325811862946})]",test,6
vanij,f,f,"[('j', {'f': 0.06281056255102158, 'm': 0.9371894001960754}), ('i', {'f': 0.9564945101737976, 'm': 0.04350552707910538}), ('n', {'f': 0.9881420731544495, 'm': 0.011857868172228336}), ('a', {'f': 0.958220899105072, 'm': 0.04177907109260559}), ('v', {'f': 0.9930717349052429, 'm': 0.006928279995918274})]",test,6
p2pje,m,m,"[('e', {'f': 0.505955696105957, 'm': 0.49404430389404297}), ('j', {'f': 0.13825370371341705, 'm': 0.8617463111877441}), ('p', {'f': 0.10662119090557098, 'm': 0.8933787941932678}), ('2', {'f': 0.07174770534038544, 'm': 0.9282523393630981}), ('p', {'f': 0.02694225311279297, 'm': 0.973057746887207})]",test,6
vaine,m,f,"[('e', {'f': 0.505955696105957, 'm': 0.49404430389404297}), ('n', {'f': 0.22365015745162964, 'm': 0.7763497829437256}), ('i', {'f': 0.21367041766643524, 'm': 0.7863295674324036}), ('a', {'f': 0.43254756927490234, 'm': 0.5674524903297424}), ('v', {'f': 0.3118261694908142, 'm': 0.688173770904541})]",test,6
naʁin,f,f,"[('n', {'f': 0.41146668791770935, 'm': 0.588533341884613}), ('i', {'f': 0.35500308871269226, 'm': 0.6449969410896301}), ('ʁ', {'f': 0.8718766570091248, 'm': 0.12812328338623047}), ('a', {'f': 0.9549180269241333, 'm': 0.045081976801157}), ('n', {'f': 0.942673921585083, 'm': 0.05732610076665878})]",test,6
duble,m,m,"[('e', {'f': 0.505955696105957, 'm': 0.49404430389404297}), ('l', {'f': 0.20702476799488068, 'm': 0.7929753065109253}), ('b', {'f': 0.3257102966308594, 'm': 0.6742897629737854}), ('u', {'f': 0.2450045943260193, 'm': 0.7549954652786255}), ('d', {'f': 0.13781438767910004, 'm': 0.8621855974197388})]",test,6
ʁəpoz,f,f,"[('z', {'f': 0.06715545058250427, 'm': 0.9328445196151733}), ('o', {'f': 0.33385103940963745, 'm': 0.6661489009857178}), ('p', {'f': 0.4710671901702881, 'm': 0.5289328098297119}), ('ə', {'f': 0.8988975286483765, 'm': 0.10110248625278473}), ('ʁ', {'f': 0.8598925471305847, 'm': 0.14010746777057648})]",test,6
vənœʁ,m,m,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('œ', {'f': 0.23993879556655884, 'm': 0.7600612044334412}), ('n', {'f': 0.2691367566585541, 'm': 0.7308632731437683}), ('ə', {'f': 0.2689671814441681, 'm': 0.7310327887535095}), ('v', {'f': 0.19083435833454132, 'm': 0.8091656565666199})]",test,6
masɔn,f,f,"[('n', {'f': 0.41146668791770935, 'm': 0.588533341884613}), ('ɔ', {'f': 0.8217835426330566, 'm': 0.17821639776229858}), ('s', {'f': 0.958293616771698, 'm': 0.04170641303062439}), ('a', {'f': 0.9873446822166443, 'm': 0.012655287981033325}), ('m', {'f': 0.9660923480987549, 'm': 0.033907677978277206})]",test,6
ɔʁlɔʒ,m,f,"[('ʒ', {'f': 0.4159289002418518, 'm': 0.5840710401535034}), ('ɔ', {'f': 0.17241384088993073, 'm': 0.8275861740112305}), ('l', {'f': 0.19508284330368042, 'm': 0.8049172163009644}), ('ʁ', {'f': 0.07115034013986588, 'm': 0.9288495779037476}), ('ɔ', {'f': 0.015651294961571693, 'm': 0.984348714351654})]",test,6
m3sœʁ,f,f,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('œ', {'f': 0.23993879556655884, 'm': 0.7600612044334412}), ('s', {'f': 0.4374815821647644, 'm': 0.5625184178352356}), ('3', {'f': 0.10165326297283173, 'm': 0.8983467221260071}), ('m', {'f': 0.6000800728797913, 'm': 0.39991995692253113})]",test,6
ʁ2pw3,m,m,"[('3', {'f': 0.146184042096138, 'm': 0.8538159728050232}), ('w', {'f': 0.004592695273458958, 'm': 0.9954073429107666}), ('p', {'f': 0.0042061107233166695, 'm': 0.9957939386367798}), ('2', {'f': 0.0034210551530122757, 'm': 0.9965789914131165}), ('ʁ', {'f': 0.004942645318806171, 'm': 0.9950573444366455})]",test,6
stʁas,m,m,"[('s', {'f': 0.418749064207077, 'm': 0.5812509059906006}), ('a', {'f': 0.8459402322769165, 'm': 0.15405982732772827}), ('ʁ', {'f': 0.3930259346961975, 'm': 0.6069741249084473}), ('t', {'f': 0.15163972973823547, 'm': 0.8483602404594421}), ('s', {'f': 0.11414950340986252, 'm': 0.8858504891395569})]",test,6
l3ʒɛʁ,f,f,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('ɛ', {'f': 0.09686318784952164, 'm': 0.9031367897987366}), ('ʒ', {'f': 0.09587746858596802, 'm': 0.904122531414032}), ('3', {'f': 0.622911274433136, 'm': 0.3770886957645416}), ('l', {'f': 0.8825500011444092, 'm': 0.11744994670152664})]",test,6
ʁəpli,m,m,"[('i', {'f': 0.4365531802177429, 'm': 0.5634467601776123}), ('l', {'f': 0.3482189476490021, 'm': 0.6517810225486755}), ('p', {'f': 0.07063467800617218, 'm': 0.9293653964996338}), ('ə', {'f': 0.10039475560188293, 'm': 0.8996052145957947}), ('ʁ', {'f': 0.030306296423077583, 'm': 0.9696937203407288})]",test,6
pjebo,m,m,"[('o', {'f': 0.3449075520038605, 'm': 0.6550924181938171}), ('b', {'f': 0.007721996400505304, 'm': 0.992277979850769}), ('e', {'f': 0.013014583848416805, 'm': 0.9869853854179382}), ('j', {'f': 0.009072820656001568, 'm': 0.9909272193908691}), ('p', {'f': 0.0059247747994959354, 'm': 0.9940751791000366})]",test,6
abati,m,m,"[('i', {'f': 0.4365531802177429, 'm': 0.5634467601776123}), ('t', {'f': 0.18151530623435974, 'm': 0.8184847235679626}), ('a', {'f': 0.050137005746364594, 'm': 0.9498630166053772}), ('b', {'f': 0.048566438257694244, 'm': 0.951433539390564}), ('a', {'f': 0.08948380500078201, 'm': 0.9105161428451538})]",test,6
mitiŋ,m,m,"[('ŋ', {'f': 0.3879309296607971, 'm': 0.6120691299438477}), ('i', {'f': 0.19997583329677582, 'm': 0.8000240921974182}), ('t', {'f': 0.022434642538428307, 'm': 0.9775654077529907}), ('i', {'f': 0.02220776118338108, 'm': 0.9777922630310059}), ('m', {'f': 0.03006567247211933, 'm': 0.969934344291687})]",test,6
vivœʁ,m,m,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('œ', {'f': 0.23993879556655884, 'm': 0.7600612044334412}), ('v', {'f': 0.5221327543258667, 'm': 0.4778672456741333}), ('i', {'f': 0.17090724408626556, 'm': 0.8290927410125732}), ('v', {'f': 0.4318588674068451, 'm': 0.5681411623954773})]",test,6
lɔʁɲ2,m,m,"[('2', {'f': 0.4114193022251129, 'm': 0.5885806679725647}), ('ɲ', {'f': 0.012264266610145569, 'm': 0.9877356886863708}), ('ʁ', {'f': 0.005721605382859707, 'm': 0.9942783117294312}), ('ɔ', {'f': 0.003667044686153531, 'm': 0.9963328838348389}), ('l', {'f': 0.004598916042596102, 'm': 0.9954010248184204})]",test,6
ʁatiʃ,m,f,"[('ʃ', {'f': 0.4712478816509247, 'm': 0.5287521481513977}), ('i', {'f': 0.8280250430107117, 'm': 0.17197498679161072}), ('t', {'f': 0.5341225862503052, 'm': 0.4658774435520172}), ('a', {'f': 0.4686872363090515, 'm': 0.5313127636909485}), ('ʁ', {'f': 0.2875165045261383, 'm': 0.7124834656715393})]",test,6
alkad,f,m,"[('d', {'f': 0.710942268371582, 'm': 0.28905773162841797}), ('a', {'f': 0.2882160246372223, 'm': 0.7117840051651001}), ('k', {'f': 0.7888522744178772, 'm': 0.21114766597747803}), ('l', {'f': 0.87420654296875, 'm': 0.1257934868335724}), ('a', {'f': 0.9251554012298584, 'm': 0.07484456151723862})]",test,6
gaʁni,f,m,"[('i', {'f': 0.4365531802177429, 'm': 0.5634467601776123}), ('n', {'f': 0.24051666259765625, 'm': 0.7594833374023438}), ('ʁ', {'f': 0.03098578006029129, 'm': 0.9690142273902893}), ('a', {'f': 0.32876357436180115, 'm': 0.6712363958358765}), ('g', {'f': 0.685773491859436, 'm': 0.3142264783382416})]",test,6
satiʁ,f,m,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('i', {'f': 0.403454065322876, 'm': 0.5965459942817688}), ('t', {'f': 0.38362711668014526, 'm': 0.6163728833198547}), ('a', {'f': 0.6030336618423462, 'm': 0.3969663083553314}), ('s', {'f': 0.6551543474197388, 'm': 0.34484562277793884})]",test,6
1bʁuj,f,f,"[('j', {'f': 0.06281056255102158, 'm': 0.9371894001960754}), ('u', {'f': 0.9634865522384644, 'm': 0.03651352599263191}), ('ʁ', {'f': 0.9755738377571106, 'm': 0.02442624606192112}), ('b', {'f': 0.964762806892395, 'm': 0.03523721918463707}), ('1', {'f': 0.977652907371521, 'm': 0.022347059100866318})]",test,6
ʁapin,f,f,"[('n', {'f': 0.41146668791770935, 'm': 0.588533341884613}), ('i', {'f': 0.35500308871269226, 'm': 0.6449969410896301}), ('p', {'f': 0.9466832876205444, 'm': 0.053316690027713776}), ('a', {'f': 0.8088858127593994, 'm': 0.19111418724060059}), ('ʁ', {'f': 0.8806121349334717, 'm': 0.11938785761594772})]",test,6
salɔp,f,f,"[('p', {'f': 0.4637902081012726, 'm': 0.5362098217010498}), ('ɔ', {'f': 0.5565071702003479, 'm': 0.4434928596019745}), ('l', {'f': 0.6909533143043518, 'm': 0.3090466558933258}), ('a', {'f': 0.5494522452354431, 'm': 0.4505477547645569}), ('s', {'f': 0.7128353118896484, 'm': 0.28716471791267395})]",test,6
sɔʁti,m,f,"[('i', {'f': 0.4365531802177429, 'm': 0.5634467601776123}), ('t', {'f': 0.18151530623435974, 'm': 0.8184847235679626}), ('ʁ', {'f': 0.04003707319498062, 'm': 0.9599629044532776}), ('ɔ', {'f': 0.4797484576702118, 'm': 0.5202515125274658}), ('s', {'f': 0.4253177046775818, 'm': 0.5746822357177734})]",test,6
tymœʁ,m,f,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('œ', {'f': 0.23993879556655884, 'm': 0.7600612044334412}), ('m', {'f': 0.6803916692733765, 'm': 0.31960833072662354}), ('y', {'f': 0.5007821917533875, 'm': 0.49921777844429016}), ('t', {'f': 0.015507766976952553, 'm': 0.9844921827316284})]",test,6
mip1t,f,f,"[('t', {'f': 0.3851671516895294, 'm': 0.6148328185081482}), ('1', {'f': 0.6478288173675537, 'm': 0.3521711826324463}), ('p', {'f': 0.38558751344680786, 'm': 0.6144124865531921}), ('i', {'f': 0.41155630350112915, 'm': 0.5884436964988708}), ('m', {'f': 0.6993929147720337, 'm': 0.3006071448326111})]",test,6
dizɛt,f,f,"[('t', {'f': 0.3851671516895294, 'm': 0.6148328185081482}), ('ɛ', {'f': 0.37402665615081787, 'm': 0.6259733438491821}), ('z', {'f': 0.2840091586112976, 'm': 0.7159908413887024}), ('i', {'f': 0.7216564416885376, 'm': 0.2783435583114624}), ('d', {'f': 0.9809229969978333, 'm': 0.01907707192003727})]",test,6
ʁ2dœʁ,m,f,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('œ', {'f': 0.23993879556655884, 'm': 0.7600612044334412}), ('d', {'f': 0.6729382276535034, 'm': 0.3270617127418518}), ('2', {'f': 0.6565194725990295, 'm': 0.34348055720329285}), ('ʁ', {'f': 0.25963348150253296, 'm': 0.7403665781021118})]",test,6
dɛʁbi,m,m,"[('i', {'f': 0.4365531802177429, 'm': 0.5634467601776123}), ('b', {'f': 0.313922643661499, 'm': 0.686077356338501}), ('ʁ', {'f': 0.009270964190363884, 'm': 0.990729033946991}), ('ɛ', {'f': 0.01838321052491665, 'm': 0.981616735458374}), ('d', {'f': 0.015910573303699493, 'm': 0.9840894937515259})]",test,6
manɛt,f,f,"[('t', {'f': 0.3851671516895294, 'm': 0.6148328185081482}), ('ɛ', {'f': 0.37402665615081787, 'm': 0.6259733438491821}), ('n', {'f': 0.7684693336486816, 'm': 0.23153066635131836}), ('a', {'f': 0.9636154770851135, 'm': 0.03638455644249916}), ('m', {'f': 0.9915056824684143, 'm': 0.008494282141327858})]",test,6
nOsœʁ,m,m,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('œ', {'f': 0.23993879556655884, 'm': 0.7600612044334412}), ('s', {'f': 0.4374815821647644, 'm': 0.5625184178352356}), ('O', {'f': 0.34268543124198914, 'm': 0.6573145985603333}), ('n', {'f': 0.2018745094537735, 'm': 0.7981255054473877})]",test,6
tutim,m,m,"[('m', {'f': 0.8057007193565369, 'm': 0.19429922103881836}), ('i', {'f': 0.6206544637680054, 'm': 0.37934553623199463}), ('t', {'f': 0.5524388551712036, 'm': 0.4475611746311188}), ('u', {'f': 0.31995028257369995, 'm': 0.6800496578216553}), ('t', {'f': 0.033382877707481384, 'm': 0.9666171073913574})]",test,6
sɛʁʒ1,m,m,"[('1', {'f': 0.14685845375061035, 'm': 0.8531415462493896}), ('ʒ', {'f': 0.007455885410308838, 'm': 0.9925441741943359}), ('ʁ', {'f': 0.00884003285318613, 'm': 0.991159975528717}), ('ɛ', {'f': 0.0006069251685403287, 'm': 0.999393105506897}), ('s', {'f': 0.000263123627519235, 'm': 0.9997368454933167})]",test,6
gabje,m,m,"[('e', {'f': 0.505955696105957, 'm': 0.49404430389404297}), ('j', {'f': 0.13825370371341705, 'm': 0.8617463111877441}), ('b', {'f': 0.1357351839542389, 'm': 0.8642648458480835}), ('a', {'f': 0.08074194192886353, 'm': 0.9192579984664917}), ('g', {'f': 0.00782849732786417, 'm': 0.9921715259552002})]",test,6
ʃasœʁ,m,m,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('œ', {'f': 0.23993879556655884, 'm': 0.7600612044334412}), ('s', {'f': 0.4374815821647644, 'm': 0.5625184178352356}), ('a', {'f': 0.5815495848655701, 'm': 0.41845041513442993}), ('ʃ', {'f': 0.1618928164243698, 'm': 0.838107168674469})]",test,6
p2tʃo,m,m,"[('o', {'f': 0.3449075520038605, 'm': 0.6550924181938171}), ('ʃ', {'f': 0.0037618125788867474, 'm': 0.996238112449646}), ('t', {'f': 0.0018369341269135475, 'm': 0.9981630444526672}), ('2', {'f': 0.009103949181735516, 'm': 0.9908960461616516}), ('p', {'f': 0.0318584069609642, 'm': 0.9681416153907776})]",test,6
migal,m,f,"[('l', {'f': 0.440355122089386, 'm': 0.559644877910614}), ('a', {'f': 0.44517332315444946, 'm': 0.5548266172409058}), ('g', {'f': 0.19831505417823792, 'm': 0.8016849160194397}), ('i', {'f': 0.13265646994113922, 'm': 0.8673434853553772}), ('m', {'f': 0.15932631492614746, 'm': 0.8406736850738525})]",test,6
ʁ1tje,m,m,"[('e', {'f': 0.505955696105957, 'm': 0.49404430389404297}), ('j', {'f': 0.13825370371341705, 'm': 0.8617463111877441}), ('t', {'f': 0.1418706327676773, 'm': 0.8581293821334839}), ('1', {'f': 0.08980102837085724, 'm': 0.910198986530304}), ('ʁ', {'f': 0.029378579929471016, 'm': 0.9706214070320129})]",test,6
at1ta,m,m,"[('a', {'f': 0.4595583379268646, 'm': 0.5404416918754578}), ('t', {'f': 0.18790234625339508, 'm': 0.8120976090431213}), ('1', {'f': 0.09050141274929047, 'm': 0.9094985723495483}), ('t', {'f': 0.1140773743391037, 'm': 0.8859226107597351}), ('a', {'f': 0.28184741735458374, 'm': 0.7181525826454163})]",test,6
p3tyʁ,f,f,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('y', {'f': 0.7045655846595764, 'm': 0.2954343855381012}), ('t', {'f': 0.8727428317070007, 'm': 0.12725712358951569}), ('3', {'f': 0.9887756109237671, 'm': 0.01122440118342638}), ('p', {'f': 0.9954559803009033, 'm': 0.004544008057564497})]",test,6
vOʁj3,m,m,"[('3', {'f': 0.146184042096138, 'm': 0.8538159728050232}), ('j', {'f': 0.0005573496455326676, 'm': 0.9994426369667053}), ('ʁ', {'f': 2.6670184524846263e-05, 'm': 0.9999732971191406}), ('O', {'f': 4.681762584368698e-05, 'm': 0.9999531507492065}), ('v', {'f': 5.641115058097057e-05, 'm': 0.9999436140060425})]",test,6
patos,m,m,"[('s', {'f': 0.418749064207077, 'm': 0.5812509059906006}), ('o', {'f': 0.5938147306442261, 'm': 0.4061853289604187}), ('t', {'f': 0.048548728227615356, 'm': 0.9514512419700623}), ('a', {'f': 0.0667247325181961, 'm': 0.9332752227783203}), ('p', {'f': 0.012754209339618683, 'm': 0.9872457981109619})]",test,6
kupyʁ,f,f,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('y', {'f': 0.7045655846595764, 'm': 0.2954343855381012}), ('p', {'f': 0.8791161179542542, 'm': 0.12088382989168167}), ('u', {'f': 0.9735297560691833, 'm': 0.026470234617590904}), ('k', {'f': 0.9828351140022278, 'm': 0.017164895310997963})]",test,6
ʃOpɛʁ,m,m,"[('ʁ', {'f': 0.19067659974098206, 'm': 0.8093234300613403}), ('ɛ', {'f': 0.09686318784952164, 'm': 0.9031367897987366}), ('p', {'f': 0.3296208381652832, 'm': 0.670379102230072}), ('O', {'f': 0.6430501341819763, 'm': 0.3569498360157013}), ('ʃ', {'f': 0.25238338112831116, 'm': 0.7476165890693665})]",test,6
ɔldœp,m,m,"[('p', {'f': 0.4637902081012726, 'm': 0.5362098217010498}), ('œ', {'f': 0.6256939172744751, 'm': 0.3743061423301697}), ('d', {'f': 0.8649332523345947, 'm': 0.1350667029619217}), ('l', {'f': 0.554074764251709, 'm': 0.44592517614364624}), ('ɔ', {'f': 0.24024513363838196, 'm': 0.7597548365592957})]",test,6
